RA,Fase,INDE 2023,Pedra 2023,Turma,Nome Anonimizado,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,Pedra 23,INDE 22,INDE 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Destaque IPV.1
RA-1148,FASE 3,7.227866667,Ametista,3B,Aluno-1148,11/26/2011,11,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,8.6,3.77,7.5,,5.7,5.7,5.3,6.2,,,7.2125,10.0,Fase 2 (5° e 6° ano),1,,,,
RA-1149,FASE 3,7.410108333,Ametista,3C,Aluno-1149,2009-09-06 00:00:00,1900-01-14 00:00:00,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,9.8,2.52,7.96875,,7.2,6.0,6.8,8.7,,,8.1725,5.0,Fase 4 (9° ano),-1,,,,
RA-1150,FASE 3,7.076008333,Ametista,3C,Aluno-1150,10/15/2007,16,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.8,2.52,7.96875,,6.7,7.0,6.5,6.5,,,7.835,2.5,Fase 6 (2° EM),-3,,,,
RA-1151,FASE 3,7.829958333,Ametista,3C,Aluno-1151,2011-04-03 00:00:00,1900-01-12 00:00:00,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,9.5,2.52,7.65625,,8.3,7.3,8.8,8.7,,,7.545,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-356,FASE 3,6.452008333,Agata,3C,Aluno-356,2010-08-07 00:00:00,1900-01-13 00:00:00,Masculino,2019,Pública,Topázio,Topázio,Ágata,,6.69,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.5,2.52,6.09375,,3.4,4.3,4.5,1.3,,,6.5025,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1152,FASE 3,6.544916667,Agata,3C,Aluno-1152,2009-03-08 00:00:00,1900-01-14 00:00:00,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.4,5.0,7.8125,,6.8,6.7,6.0,7.8,,,7.585,5.0,Fase 4 (9° ano),-1,,,,
RA-221,FASE 3,6.959916667,Agata,3C,Aluno-221,6/15/2008,15,Masculino,2022,Pública,,,Ágata,,6.892,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.0,5.0,7.1875,,5.0,5.5,4.8,4.8,,,7.38,5.0,Fase 5 (1° EM),-2,,,,
RA-359,FASE 3,7.627125,Ametista,3C,Aluno-359,8/21/2010,13,Feminino,2019,Pública,Ametista,Ágata,Ágata,,6.606,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.2,2.52,7.65625,,5.8,6.0,6.7,4.7,,,8.255,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-360,FASE 3,5.790875,Quartzo,3C,Aluno-360,4/17/2010,13,Feminino,2019,Pública,Ametista,Ágata,Ametista,,7.075,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.3,2.52,7.34375,,4.3,5.3,4.8,2.8,,,7.4225,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-338,FASE 3,8.287441667,Topázio,3D,Aluno-338,2010-04-08 00:00:00,1900-01-13 00:00:00,Masculino,2019,Pública,Ametista,Ametista,Ágata,,6.837,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,9.1,7.52,8.59375,,6.7,8.7,7.0,4.5,,,8.38,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-339,FASE 3,7.377583333,Ametista,3D,Aluno-339,2011-01-06 00:00:00,1900-01-12 00:00:00,Feminino,2019,Pública,Topázio,Ametista,Topázio,,8.488,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,8.9,7.52,7.8125,,7.1,7.7,5.7,7.8,,,8.255,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-353,FASE 3,8.309016667,Topázio,3D,Aluno-353,9/27/2011,12,Feminino,2022,Pública,,,Topázio,,8.264,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.9,2.52,7.8125,,8.4,8.5,7.3,9.5,,,8.67,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1153,FASE 3,7.968658333,Ametista,3D,Aluno-1153,6/24/2009,14,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,10.0,7.52,7.65625,,7.2,6.7,7.8,7.0,,,8.63,5.0,Fase 4 (9° ano),-1,,,,
RA-183,FASE 3,7.586241667,Ametista,3D,Aluno-183,8/15/2009,14,Feminino,2022,Pública,,,Ametista,,7.3,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,9.7,2.52,7.96875,,7.7,7.0,8.0,8.2,,,8.795,5.0,Fase 4 (9° ano),-1,,,,
RA-342,FASE 3,7.539875,Ametista,3D,Aluno-342,7/21/2008,15,Feminino,2021,Pública,,Quartzo,Ágata,,6.941,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,8.6,7.52,7.96875,,6.6,6.3,7.8,5.7,,,8.505,5.0,Fase 5 (1° EM),-2,,,,
RA-187,FASE 3,7.809875,Ametista,3D,Aluno-187,6/28/2010,13,Feminino,2019,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,,7.928,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,9.9,2.52,7.96875,,6.9,7.3,8.7,4.7,,,8.255,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-190,FASE 3,6.934158333,Agata,3D,Aluno-190,3/22/2009,14,Feminino,2022,Pública,,,Ametista,,7.335,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,9.5,2.52,7.65625,,5.7,5.8,5.2,6.0,,,7.9575,5.0,Fase 4 (9° ano),-1,,,,
RA-347,FASE 3,7.61835,Ametista,3D,Aluno-347,7/13/2010,13,Feminino,2019,Pública,Topázio,Ametista,Ametista,,7.908,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,9.5,2.52,7.8125,,7.3,6.7,6.2,9.0,,,7.7925,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-234,FASE 3,6.248741667,Agata,3D,Aluno-234,12/23/2009,13,Masculino,2022,Pública,,,Ágata,,6.719,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,8.0,2.52,4.84375,,5.6,6.3,5.3,5.3,,,5.595,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1154,FASE 3,7.701125,Ametista,3F,Aluno-1154,5/23/2010,13,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.6,9.3,5.63,7.65625,,5.1,5.3,5.0,5.0,,,7.67,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-249,FASE 3,5.444625,Quartzo,3F,Aluno-249,2008-08-05 00:00:00,1900-01-15 00:00:00,Masculino,2017,Pública,Ágata,Ágata,Quartzo,,5.097,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,8.2,5.0,5.15625,,4.9,6.2,5.3,3.2,,,6.545,5.0,Fase 5 (1° EM),-2,,,,
RA-380,FASE 3,4.912375,Quartzo,3F,Aluno-380,4/24/2009,14,Masculino,2017,Pública,Ametista,Quartzo,Quartzo,,4.556,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,6.4,2.52,6.71875,,4.5,7.0,4.0,2.5,,,6.5425,5.0,Fase 4 (9° ano),-1,,,,
RA-250,FASE 3,7.598208333,Ametista,3F,Aluno-250,5/30/2010,13,Feminino,2022,Pública,,,Ametista,,7.958,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,9.3,5.63,7.96875,,8.3,7.7,8.8,8.3,,,8.625,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-367,FASE 3,7.38685,Ametista,3F,Aluno-367,12/27/2010,12,Feminino,2018,Pública,Topázio,Ametista,Ágata,,6.95,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,8.7,2.52,7.8125,,5.9,7.0,5.5,5.2,,,7.7925,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1155,FASE 3,7.821633333,Ametista,3F,Aluno-1155,2/18/2009,14,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,9.2,5.63,7.5,,8.0,6.7,8.2,9.0,,,8.2925,5.0,Fase 4 (9° ano),-1,,,,
RA-1156,FASE 3,7.340775,Ametista,3F,Aluno-1156,5/19/2011,12,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.3,9.2,2.52,7.96875,,5.3,6.2,6.0,3.7,,,7.7925,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-368,FASE 3,5.796458333,Quartzo,3F,Aluno-368,2009-12-10 00:00:00,1900-01-14 00:00:00,Masculino,2018,Pública,Ametista,Ametista,Ágata,,6.969,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.7,2.52,7.03125,,6.7,5.0,7.2,7.8,,,7.34,5.0,Fase 4 (9° ano),-1,,,,
RA-387,FASE 3,4.794333333,Quartzo,3F,Aluno-387,7/20/2009,14,Masculino,2019,Pública,Ágata,Ágata,Ágata,,6.323,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,6.8,2.52,6.875,,3.0,4.3,2.8,1.8,,,7.0075,5.0,Fase 4 (9° ano),-1,,,,
RA-388,FASE 3,5.630833333,Quartzo,3F,Aluno-388,7/14/2008,15,Feminino,2019,Pública,Ágata,Ágata,Ágata,,6.654,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.4,5.63,6.875,,4.2,6.0,4.3,2.2,,,7.835,5.0,Fase 5 (1° EM),-2,,,,
RA-374,FASE 3,7.533891667,Ametista,3F,Aluno-374,9/30/2010,13,Feminino,2021,Privada,,Ágata,Ametista,,7.747,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,8.3,5.63,7.65625,,5.4,6.3,6.3,3.7,,,7.9175,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-377,FASE 3,7.205041667,Ametista,3F,Aluno-377,2/25/2010,13,Feminino,2021,Pública,,Quartzo,Ágata,,6.743,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.6,7.6,5.0,7.34375,,4.8,6.0,5.7,2.8,,,7.6275,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-223,FASE 3,5.089833333,Quartzo,3G,Aluno-223,9/15/2009,14,Feminino,2022,Pública,,,Quartzo,,4.966,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,4.5,7.52,7.5,,3.8,5.5,4.0,1.8,,,7.1725,5.0,Fase 4 (9° ano),-1,,,,
RA-236,FASE 3,7.337116667,Ametista,3G,Aluno-236,6/21/2010,13,Feminino,2022,Pública,,,Ametista,,7.11,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,10.0,7.5,7.52,7.1875,,4.5,6.3,4.0,3.3,,,7.2975,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-362,FASE 3,6.392625,Agata,3G,Aluno-362,3/25/2010,13,Feminino,2018,Pública,Ágata,Quartzo,Ametista,,7.413,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,7.5,7.52,7.03125,,5.1,5.7,6.8,2.8,,,7.0875,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-381,FASE 3,5.758041667,Quartzo,3G,Aluno-381,2009-02-03 00:00:00,1900-01-14 00:00:00,Masculino,2018,Pública,Ágata,Ágata,Ágata,,6.454,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,8.4,6.89,7.34375,,3.9,5.3,5.3,1.2,,,6.84,5.0,Fase 4 (9° ano),-1,,,,
RA-364,FASE 3,7.734891667,Ametista,3G,Aluno-364,2011-02-10 00:00:00,1900-01-12 00:00:00,Masculino,2019,Pública,Ametista,Topázio,Topázio,,8.75,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,8.8,9.0,6.89,7.03125,,5.8,8.0,5.2,4.3,,,7.505,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-382,FASE 3,6.223833333,Agata,3G,Aluno-382,8/19/2008,15,Masculino,2017,Pública,Ametista,Ágata,Ágata,,6.777,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,9.4,6.26,7.5,,5.2,5.0,5.8,4.7,,,7.1725,5.0,Fase 5 (1° EM),-2,,,,
RA-383,FASE 3,7.5408,Ametista,3G,Aluno-383,1/20/2011,12,Masculino,2019,Pública,Topázio,Ametista,Topázio,,8.4,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,8.8,3.14,7.5,,6.5,6.3,6.2,7.0,,,7.5,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-384,FASE 3,6.757958333,Agata,3G,Aluno-384,2010-09-02 00:00:00,1900-01-13 00:00:00,Feminino,2017,Pública,Ametista,Ametista,Ametista,,7.558,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,0.0,9.1,2.52,7.65625,,7.3,6.3,7.2,8.3,,,7.335,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1157,FASE 3,7.086633333,Ametista,3G,Aluno-1157,8/24/2009,14,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,8.8,6.26,7.5,,5.7,5.0,6.3,5.7,,,7.0025,5.0,Fase 4 (9° ano),-1,,,,
RA-386,FASE 3,5.758425,Quartzo,3G,Aluno-386,2009-02-09 00:00:00,1900-01-14 00:00:00,Masculino,2019,Pública,Ágata,Ágata,Ágata,,6.104,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,7.0,2.52,7.03125,,3.3,5.0,3.7,1.2,,,6.6325,5.0,Fase 4 (9° ano),-1,,,,
RA-260,FASE 3,8.080008333,Topázio,3G,Aluno-260,2009-05-11 00:00:00,1900-01-13 00:00:00,Feminino,2019,Pública,Topázio,Ametista,Ametista,,7.44,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,9.2,9.9,7.52,7.34375,,6.1,6.3,5.2,6.7,,,7.4175,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-390,FASE 3,6.905741667,Agata,3G,Aluno-390,2010-10-11 00:00:00,1900-01-12 00:00:00,Feminino,2022,Pública,,,Ágata,,6.776,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.9,8.8,2.52,7.34375,,4.8,5.7,5.8,3.0,,,7.005,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1158,FASE 3,6.306666667,Agata,3G,Aluno-1158,1/23/2009,14,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-34,,Avaliador-8,,7.5,8.6,2.52,7.5,,4.3,5.3,5.0,2.7,,,7.34,5.0,Fase 4 (9° ano),-1,,,,
RA-391,FASE 3,6.5107,Agata,3I,Aluno-391,2010-05-02 00:00:00,1900-01-13 00:00:00,Feminino,2022,Pública,,,Ametista,,7.117,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.5,2.52,7.5,,3.5,4.2,5.0,1.3,,,7.585,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1159,FASE 3,5.913883333,Quartzo,3I,Aluno-1159,2010-03-12 00:00:00,1900-01-12 00:00:00,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.8,6.6,2.52,7.1875,,3.1,5.2,1.5,2.5,,,7.1325,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-392,FASE 3,6.567208333,Agata,3I,Aluno-392,3/16/2008,15,Masculino,2022,Pública,,,Ágata,,6.418,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,9.5,2.52,6.09375,,4.6,6.2,4.7,2.8,,,7.17,5.0,Fase 5 (1° EM),-2,,,,
RA-1160,FASE 3,6.636166667,Agata,3I,Aluno-1160,2010-01-04 00:00:00,1900-01-13 00:00:00,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.7,2.52,6.875,,2.7,4.8,2.7,0.7,,,7.2575,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1161,FASE 3,7.317791667,Ametista,3I,Aluno-1161,2010-04-07 00:00:00,1900-01-13 00:00:00,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.3,8.1,2.52,8.28125,,6.3,7.3,6.5,5.2,,,8.63,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-395,FASE 3,7.469175,Ametista,3I,Aluno-395,3/19/2011,12,Feminino,2018,Pública,Ametista,Topázio,Ametista,,7.683,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,8.6,2.52,7.96875,,6.0,6.7,5.3,6.0,,,7.9175,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-450,FASE 3,6.819625,Agata,3K,Aluno-450,3/14/2009,14,Masculino,2021,Pública,,Ágata,Ametista,,7.843,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.4,2.52,7.65625,,5.4,7.0,6.5,2.7,,,7.9175,5.0,Fase 4 (9° ano),-1,,,,
RA-463,FASE 3,6.382383333,Agata,3K,Aluno-463,5/26/2010,13,Feminino,2020,Pública,Quartzo,Quartzo,Ágata,,6.41,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,5.4,2.52,7.8125,,4.0,6.3,4.3,1.3,,,7.795,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-298,FASE 3,6.824333333,Agata,3K,Aluno-298,5/29/2009,14,Masculino,2019,Pública,Ametista,Ágata,Ágata,,6.409,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.6,8.6,2.52,7.5,,5.5,7.7,4.5,4.2,,,7.7525,5.0,Fase 4 (9° ano),-1,,,,
RA-464,FASE 3,6.081675,Agata,3K,Aluno-464,2009-12-09 00:00:00,1900-01-14 00:00:00,Feminino,2022,Pública,,,Ágata,,6.745,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,7.7,2.52,7.96875,,3.0,4.8,3.7,0.5,,,7.38,5.0,Fase 4 (9° ano),-1,,,,
RA-465,FASE 3,8.012875,Topázio,3K,Aluno-465,2011-07-06 00:00:00,1900-01-12 00:00:00,Masculino,2019,Pública,Topázio,Ametista,Ametista,,8.012,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.5,9.4,2.52,7.96875,,8.5,8.3,8.2,9.0,,,8.17,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-442,FASE 3,6.814166667,Agata,3K,Aluno-442,2011-02-01 00:00:00,1900-01-12 00:00:00,Feminino,2022,Pública,,,Topázio,,8.226,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.6,7.52,7.5,,5.8,6.7,6.5,4.3,,,8.1275,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-300,FASE 3,5.616691667,Quartzo,3K,Aluno-300,3/19/2008,15,Masculino,2022,Pública,,,Quartzo,,5.557,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,5.0,7.5,2.52,6.40625,,4.5,4.5,5.3,3.8,,,6.5875,5.0,Fase 5 (1° EM),-2,,,,
RA-467,FASE 3,6.552916667,Agata,3K,Aluno-467,2009-09-06 00:00:00,1900-01-14 00:00:00,Feminino,2022,Pública,,,Ágata,,6.38,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.3,9.2,3.14,7.1875,,5.2,6.0,6.0,3.7,,,7.5425,5.0,Fase 4 (9° ano),-1,,,,
RA-468,FASE 3,5.911108333,Quartzo,3K,Aluno-468,2009-02-05 00:00:00,1900-01-14 00:00:00,Masculino,2022,Pública,,,Ágata,,6.313,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,6.0,6.27,7.34375,,3.4,4.8,3.0,2.3,,,6.715,5.0,Fase 4 (9° ano),-1,,,,
RA-1162,FASE 3,7.44215,Ametista,3K,Aluno-1162,11/27/2009,13,Feminino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.3,8.5,3.77,7.8125,,6.0,7.3,5.5,5.2,,,7.7525,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-470,FASE 3,6.993766667,Agata,3K,Aluno-470,8/19/2009,14,Feminino,2019,Pública,Ametista,Ametista,Ametista,,7.378,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.2,5.0,7.5,,4.9,6.0,4.3,4.5,,,7.71,5.0,Fase 4 (9° ano),-1,,,,
RA-474,FASE 3,5.283583333,Quartzo,3K,Aluno-474,8/19/2009,14,Masculino,2019,Pública,Ametista,Ametista,Ágata,,6.446,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,7.8,5.0,7.1875,,3.3,4.8,3.8,1.2,,,6.7575,5.0,Fase 4 (9° ano),-1,,,,
RA-476,FASE 3,6.492408333,Agata,3K,Aluno-476,7/23/2010,13,Feminino,2019,Pública,Ágata,Ametista,Ágata,,6.931,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.0,2.52,7.34375,,4.1,5.0,4.5,2.7,,,7.505,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-478,FASE 3,6.443616667,Agata,3K,Aluno-478,11/26/2010,12,Feminino,2019,Pública,Ametista,Ametista,Ágata,,6.709,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.7,7.3,2.52,7.1875,,4.4,4.3,4.7,4.3,,,7.2975,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-410,FASE 3,6.140808333,Agata,3K,Aluno-410,2008-06-12 00:00:00,1900-01-14 00:00:00,Masculino,2018,Pública,Quartzo,Quartzo,Quartzo,,5.675,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,5.8,7.52,6.71875,,4.9,5.0,4.8,4.8,,,6.0425,5.0,Fase 4 (9° ano),-1,,,,
RA-411,FASE 3,7.779983333,Ametista,3L,Aluno-411,5/13/2010,13,Feminino,2019,Privada,Ametista,Ametista,Ametista,,7.232,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,6.2,9.0,7.52,7.8125,,6.6,5.7,6.7,7.3,,,7.5425,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-412,FASE 3,7.373891667,Ametista,3L,Aluno-412,4/26/2010,13,Feminino,2018,Pública,Ágata,Ágata,Ametista,,7.556,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,8.9,2.52,7.03125,,6.2,5.8,5.2,7.7,,,7.585,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-400,FASE 3,6.529425,Agata,3L,Aluno-400,2008-07-11 00:00:00,1900-01-14 00:00:00,Masculino,2018,Pública,Ágata,Quartzo,Ágata,,6.042,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.0,2.52,7.65625,,4.1,4.8,4.7,2.8,,,7.375,5.0,Fase 4 (9° ano),-1,,,,
RA-414,FASE 3,7.25025,Ametista,3L,Aluno-414,10/24/2010,13,Feminino,2021,Pública,,Ágata,Ametista,,7.284,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.5,7.52,7.8125,,6.5,6.0,7.0,6.5,,,7.585,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-415,FASE 3,7.18805,Ametista,3L,Aluno-415,5/17/2011,12,Feminino,2019,Pública,Topázio,Ametista,Ametista,,7.695,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.1,8.2,7.52,7.8125,,3.7,2.8,4.0,4.3,,,7.8325,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-1163,FASE 3,7.749391667,Ametista,3L,Aluno-1163,7/24/2009,14,Masculino,2023,Pública,,,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,8.8,9.3,7.52,7.65625,,7.2,7.0,6.7,8.0,,,7.75,5.0,Fase 4 (9° ano),-1,,,,
RA-273,FASE 3,6.337116667,Agata,3L,Aluno-273,10/27/2008,14,Feminino,2018,Pública,Ametista,Ametista,Quartzo,,5.679,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,7.9,7.4,2.52,7.8125,,5.0,5.3,6.8,3.0,,,7.6275,5.0,Fase 4 (9° ano),-1,,,,
RA-471,FASE 3,6.855541667,Agata,3L,Aluno-471,2009-07-12 00:00:00,1900-01-13 00:00:00,Feminino,2020,Pública,Ágata,Ágata,Ágata,,6.535,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,0.0,9.0,6.27,7.96875,,5.0,6.3,4.0,4.8,,,8.125,10.0,Fase 3 (7° e 8° ano),0,,,,
RA-416,FASE 3,8.144425,Topázio,3L,Aluno-416,8/31/2010,13,Masculino,2018,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,,7.913,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,9.2,9.8,2.52,8.28125,,7.6,7.0,7.0,8.8,,,8.3375,10.0,Fase 3 (7° e 8° ano),0,,,,
